[Threads] Utilisation de 36 thread(s) sur 64 disponibles
[Reprise] Mode force active : les combinaisons deja presentes seront recalculees
=== DATASET: fb15k237 | rank:200 | lambda_A:0.1 | lambda_R:0.1 ===
[Config] maxIter:20 | conv:1.0e-06 | threads:36
[Data]   n_entities:14541 | n_relations:237 | total_nnz:310116
[Data]   nnz:310116 | import_time:0.04 s
[Eval]   positifs:2000 | neg/pos:1 | folds:10 | mode:cross-validation CSR echantillonnee
INFO : RESCAL : [  0] fit: 0.28653 | delta: 2.9e-01 | secs: 18.28338
INFO : RESCAL : [  1] fit: 0.40023 | delta: 1.1e-01 | secs: 18.70006
INFO : RESCAL : [  2] fit: 0.41362 | delta: 1.3e-02 | secs: 18.66510
INFO : RESCAL : [  3] fit: 0.41864 | delta: 5.0e-03 | secs: 18.28223
INFO : RESCAL : [  4] fit: 0.42108 | delta: 2.4e-03 | secs: 21.21334
INFO : RESCAL : [  5] fit: 0.42231 | delta: 1.2e-03 | secs: 18.89806
INFO : RESCAL : [  6] fit: 0.42293 | delta: 6.3e-04 | secs: 18.47979
INFO : RESCAL : [  7] fit: 0.42329 | delta: 3.6e-04 | secs: 18.64932
INFO : RESCAL : [  8] fit: 0.42356 | delta: 2.7e-04 | secs: 19.00294
INFO : RESCAL : [  9] fit: 0.42381 | delta: 2.5e-04 | secs: 18.39264
INFO : RESCAL : [ 10] fit: 0.42403 | delta: 2.3e-04 | secs: 21.33821
INFO : RESCAL : [ 11] fit: 0.42424 | delta: 2.1e-04 | secs: 18.86594
INFO : RESCAL : [ 12] fit: 0.42442 | delta: 1.8e-04 | secs: 18.59479
INFO : RESCAL : [ 13] fit: 0.42457 | delta: 1.6e-04 | secs: 18.64083
INFO : RESCAL : [ 14] fit: 0.42471 | delta: 1.4e-04 | secs: 18.27375
INFO : RESCAL : [ 15] fit: 0.42483 | delta: 1.2e-04 | secs: 18.55225
INFO : RESCAL : [ 16] fit: 0.42494 | delta: 1.1e-04 | secs: 18.43112
INFO : RESCAL : [ 17] fit: 0.42503 | delta: 9.8e-05 | secs: 18.46252
INFO : RESCAL : [ 18] fit: 0.42512 | delta: 8.7e-05 | secs: 21.46064
INFO : RESCAL : [ 19] fit: 0.42520 | delta: 8.0e-05 | secs: 18.61923
[Fold 0] AUC-PR: 0.964402
INFO : RESCAL : [  0] fit: 0.28787 | delta: 2.9e-01 | secs: 18.78121
INFO : RESCAL : [  1] fit: 0.39894 | delta: 1.1e-01 | secs: 18.77386
INFO : RESCAL : [  2] fit: 0.41131 | delta: 1.2e-02 | secs: 18.48724
INFO : RESCAL : [  3] fit: 0.41609 | delta: 4.8e-03 | secs: 21.52170
INFO : RESCAL : [  4] fit: 0.41848 | delta: 2.4e-03 | secs: 18.74086
INFO : RESCAL : [  5] fit: 0.41990 | delta: 1.4e-03 | secs: 18.47876
INFO : RESCAL : [  6] fit: 0.42084 | delta: 9.3e-04 | secs: 18.76041
INFO : RESCAL : [  7] fit: 0.42151 | delta: 6.8e-04 | secs: 18.43963
INFO : RESCAL : [  8] fit: 0.42202 | delta: 5.1e-04 | secs: 21.64236
INFO : RESCAL : [  9] fit: 0.42243 | delta: 4.1e-04 | secs: 19.08267
INFO : RESCAL : [ 10] fit: 0.42275 | delta: 3.2e-04 | secs: 18.90500
INFO : RESCAL : [ 11] fit: 0.42300 | delta: 2.5e-04 | secs: 18.42144
INFO : RESCAL : [ 12] fit: 0.42320 | delta: 2.0e-04 | secs: 18.25288
INFO : RESCAL : [ 13] fit: 0.42337 | delta: 1.7e-04 | secs: 21.30352
INFO : RESCAL : [ 14] fit: 0.42351 | delta: 1.5e-04 | secs: 18.63922
INFO : RESCAL : [ 15] fit: 0.42365 | delta: 1.3e-04 | secs: 18.18147
INFO : RESCAL : [ 16] fit: 0.42377 | delta: 1.2e-04 | secs: 18.37292
INFO : RESCAL : [ 17] fit: 0.42387 | delta: 1.1e-04 | secs: 18.53147
INFO : RESCAL : [ 18] fit: 0.42397 | delta: 9.8e-05 | secs: 18.39321
INFO : RESCAL : [ 19] fit: 0.42406 | delta: 8.7e-05 | secs: 18.65786
[Fold 1] AUC-PR: 0.973667
INFO : RESCAL : [  0] fit: 0.29076 | delta: 2.9e-01 | secs: 18.69147
INFO : RESCAL : [  1] fit: 0.40144 | delta: 1.1e-01 | secs: 19.04954
INFO : RESCAL : [  2] fit: 0.41391 | delta: 1.2e-02 | secs: 18.01739
INFO : RESCAL : [  3] fit: 0.41860 | delta: 4.7e-03 | secs: 18.26660
INFO : RESCAL : [  4] fit: 0.42119 | delta: 2.6e-03 | secs: 18.28868
INFO : RESCAL : [  5] fit: 0.42283 | delta: 1.6e-03 | secs: 21.73172
INFO : RESCAL : [  6] fit: 0.42384 | delta: 1.0e-03 | secs: 18.76347
INFO : RESCAL : [  7] fit: 0.42441 | delta: 5.7e-04 | secs: 18.29185
INFO : RESCAL : [  8] fit: 0.42479 | delta: 3.7e-04 | secs: 18.78712
INFO : RESCAL : [  9] fit: 0.42508 | delta: 2.9e-04 | secs: 18.61813
INFO : RESCAL : [ 10] fit: 0.42532 | delta: 2.4e-04 | secs: 18.85223
INFO : RESCAL : [ 11] fit: 0.42552 | delta: 2.0e-04 | secs: 18.91675
INFO : RESCAL : [ 12] fit: 0.42568 | delta: 1.7e-04 | secs: 18.37293
INFO : RESCAL : [ 13] fit: 0.42582 | delta: 1.4e-04 | secs: 18.09397
INFO : RESCAL : [ 14] fit: 0.42594 | delta: 1.2e-04 | secs: 18.57825
INFO : RESCAL : [ 15] fit: 0.42604 | delta: 1.0e-04 | secs: 18.47555
INFO : RESCAL : [ 16] fit: 0.42613 | delta: 8.7e-05 | secs: 18.72831
INFO : RESCAL : [ 17] fit: 0.42620 | delta: 7.4e-05 | secs: 18.92157
INFO : RESCAL : [ 18] fit: 0.42627 | delta: 6.5e-05 | secs: 18.63296
INFO : RESCAL : [ 19] fit: 0.42633 | delta: 5.7e-05 | secs: 18.40299
[Fold 2] AUC-PR: 0.966086
INFO : RESCAL : [  0] fit: 0.29188 | delta: 2.9e-01 | secs: 19.05174
INFO : RESCAL : [  1] fit: 0.40472 | delta: 1.1e-01 | secs: 18.36581
INFO : RESCAL : [  2] fit: 0.41701 | delta: 1.2e-02 | secs: 18.02499
INFO : RESCAL : [  3] fit: 0.42138 | delta: 4.4e-03 | secs: 18.04098
INFO : RESCAL : [  4] fit: 0.42352 | delta: 2.1e-03 | secs: 21.27201
INFO : RESCAL : [  5] fit: 0.42481 | delta: 1.3e-03 | secs: 18.87496
INFO : RESCAL : [  6] fit: 0.42567 | delta: 8.6e-04 | secs: 18.65271
INFO : RESCAL : [  7] fit: 0.42628 | delta: 6.1e-04 | secs: 18.59431
INFO : RESCAL : [  8] fit: 0.42667 | delta: 3.9e-04 | secs: 18.41416
INFO : RESCAL : [  9] fit: 0.42700 | delta: 3.3e-04 | secs: 21.54448
INFO : RESCAL : [ 10] fit: 0.42729 | delta: 2.9e-04 | secs: 18.31300
INFO : RESCAL : [ 11] fit: 0.42755 | delta: 2.6e-04 | secs: 18.97427
INFO : RESCAL : [ 12] fit: 0.42777 | delta: 2.2e-04 | secs: 18.49570
INFO : RESCAL : [ 13] fit: 0.42797 | delta: 2.0e-04 | secs: 18.41962
INFO : RESCAL : [ 14] fit: 0.42814 | delta: 1.7e-04 | secs: 21.39178
INFO : RESCAL : [ 15] fit: 0.42829 | delta: 1.5e-04 | secs: 18.70374
INFO : RESCAL : [ 16] fit: 0.42842 | delta: 1.3e-04 | secs: 18.81958
INFO : RESCAL : [ 17] fit: 0.42854 | delta: 1.2e-04 | secs: 18.82796
INFO : RESCAL : [ 18] fit: 0.42865 | delta: 1.1e-04 | secs: 18.41778
INFO : RESCAL : [ 19] fit: 0.42875 | delta: 9.6e-05 | secs: 21.62682
[Fold 3] AUC-PR: 0.977222
INFO : RESCAL : [  0] fit: 0.29065 | delta: 2.9e-01 | secs: 18.66470
INFO : RESCAL : [  1] fit: 0.40210 | delta: 1.1e-01 | secs: 21.63496
INFO : RESCAL : [  2] fit: 0.41478 | delta: 1.3e-02 | secs: 18.35005
INFO : RESCAL : [  3] fit: 0.41922 | delta: 4.4e-03 | secs: 21.24689
INFO : RESCAL : [  4] fit: 0.42120 | delta: 2.0e-03 | secs: 20.77996
INFO : RESCAL : [  5] fit: 0.42229 | delta: 1.1e-03 | secs: 18.03494
INFO : RESCAL : [  6] fit: 0.42299 | delta: 7.1e-04 | secs: 21.49223
INFO : RESCAL : [  7] fit: 0.42354 | delta: 5.4e-04 | secs: 19.14684
INFO : RESCAL : [  8] fit: 0.42398 | delta: 4.5e-04 | secs: 19.09990
INFO : RESCAL : [  9] fit: 0.42437 | delta: 3.9e-04 | secs: 18.92886
INFO : RESCAL : [ 10] fit: 0.42470 | delta: 3.4e-04 | secs: 18.46652
INFO : RESCAL : [ 11] fit: 0.42497 | delta: 2.6e-04 | secs: 21.52968
INFO : RESCAL : [ 12] fit: 0.42516 | delta: 2.0e-04 | secs: 21.15975
INFO : RESCAL : [ 13] fit: 0.42531 | delta: 1.5e-04 | secs: 18.05145
INFO : RESCAL : [ 14] fit: 0.42544 | delta: 1.3e-04 | secs: 21.65258
INFO : RESCAL : [ 15] fit: 0.42555 | delta: 1.1e-04 | secs: 18.98867
