[Threads] Utilisation de 46 thread(s) sur 64 disponibles
[Reprise] Mode force active : les combinaisons deja presentes seront recalculees
=== DATASET: fb15k237 | rank:200 | lambda_A:0.1 | lambda_R:0.1 ===
[Config] maxIter:20 | conv:1.0e-06 | threads:46
[Data]   n_entities:14541 | n_relations:237 | total_nnz:310116
[Data]   nnz:310116 | import_time:0.04 s
[Eval]   positifs:2000 | neg/pos:1 | folds:10 | mode:cross-validation CSR echantillonnee
INFO : RESCAL : [  0] fit: 0.28991 | delta: 2.9e-01 | secs: 19.03242
INFO : RESCAL : [  1] fit: 0.40031 | delta: 1.1e-01 | secs: 19.13428
INFO : RESCAL : [  2] fit: 0.41287 | delta: 1.3e-02 | secs: 18.72147
INFO : RESCAL : [  3] fit: 0.41751 | delta: 4.6e-03 | secs: 18.81820
INFO : RESCAL : [  4] fit: 0.41977 | delta: 2.3e-03 | secs: 18.71498
INFO : RESCAL : [  5] fit: 0.42103 | delta: 1.3e-03 | secs: 18.80498
INFO : RESCAL : [  6] fit: 0.42185 | delta: 8.1e-04 | secs: 19.06912
INFO : RESCAL : [  7] fit: 0.42246 | delta: 6.2e-04 | secs: 18.70623
INFO : RESCAL : [  8] fit: 0.42294 | delta: 4.8e-04 | secs: 18.97336
INFO : RESCAL : [  9] fit: 0.42332 | delta: 3.8e-04 | secs: 18.49071
INFO : RESCAL : [ 10] fit: 0.42362 | delta: 3.0e-04 | secs: 18.36641
INFO : RESCAL : [ 11] fit: 0.42388 | delta: 2.5e-04 | secs: 18.71669
INFO : RESCAL : [ 12] fit: 0.42409 | delta: 2.1e-04 | secs: 18.93548
INFO : RESCAL : [ 13] fit: 0.42428 | delta: 1.9e-04 | secs: 18.94538
INFO : RESCAL : [ 14] fit: 0.42444 | delta: 1.6e-04 | secs: 18.78406
INFO : RESCAL : [ 15] fit: 0.42459 | delta: 1.4e-04 | secs: 18.79620
INFO : RESCAL : [ 16] fit: 0.42471 | delta: 1.2e-04 | secs: 18.70181
INFO : RESCAL : [ 17] fit: 0.42481 | delta: 1.0e-04 | secs: 18.63163
INFO : RESCAL : [ 18] fit: 0.42490 | delta: 8.6e-05 | secs: 18.97024
INFO : RESCAL : [ 19] fit: 0.42497 | delta: 7.4e-05 | secs: 19.12528
[Fold 0] AUC-PR: 0.969299
INFO : RESCAL : [  0] fit: 0.29063 | delta: 2.9e-01 | secs: 18.82964
INFO : RESCAL : [  1] fit: 0.40153 | delta: 1.1e-01 | secs: 19.05406
INFO : RESCAL : [  2] fit: 0.41474 | delta: 1.3e-02 | secs: 18.76015
INFO : RESCAL : [  3] fit: 0.41951 | delta: 4.8e-03 | secs: 18.50871
INFO : RESCAL : [  4] fit: 0.42195 | delta: 2.4e-03 | secs: 19.01978
INFO : RESCAL : [  5] fit: 0.42348 | delta: 1.5e-03 | secs: 18.94140
INFO : RESCAL : [  6] fit: 0.42438 | delta: 9.0e-04 | secs: 18.76768
INFO : RESCAL : [  7] fit: 0.42495 | delta: 5.7e-04 | secs: 18.72778
INFO : RESCAL : [  8] fit: 0.42537 | delta: 4.3e-04 | secs: 18.58283
INFO : RESCAL : [  9] fit: 0.42573 | delta: 3.5e-04 | secs: 18.98682
INFO : RESCAL : [ 10] fit: 0.42602 | delta: 2.9e-04 | secs: 18.62912
INFO : RESCAL : [ 11] fit: 0.42626 | delta: 2.5e-04 | secs: 19.21718
INFO : RESCAL : [ 12] fit: 0.42647 | delta: 2.0e-04 | secs: 18.51464
INFO : RESCAL : [ 13] fit: 0.42664 | delta: 1.8e-04 | secs: 19.12615
INFO : RESCAL : [ 14] fit: 0.42679 | delta: 1.5e-04 | secs: 18.48120
INFO : RESCAL : [ 15] fit: 0.42692 | delta: 1.3e-04 | secs: 18.87946
INFO : RESCAL : [ 16] fit: 0.42703 | delta: 1.1e-04 | secs: 18.97308
INFO : RESCAL : [ 17] fit: 0.42712 | delta: 9.7e-05 | secs: 19.18943
INFO : RESCAL : [ 18] fit: 0.42721 | delta: 8.5e-05 | secs: 18.61840
INFO : RESCAL : [ 19] fit: 0.42729 | delta: 7.8e-05 | secs: 18.62841
[Fold 1] AUC-PR: 0.970051
INFO : RESCAL : [  0] fit: 0.29074 | delta: 2.9e-01 | secs: 18.90668
INFO : RESCAL : [  1] fit: 0.40131 | delta: 1.1e-01 | secs: 19.01552
INFO : RESCAL : [  2] fit: 0.41423 | delta: 1.3e-02 | secs: 18.22116
INFO : RESCAL : [  3] fit: 0.41893 | delta: 4.7e-03 | secs: 18.78138
INFO : RESCAL : [  4] fit: 0.42121 | delta: 2.3e-03 | secs: 18.75718
INFO : RESCAL : [  5] fit: 0.42262 | delta: 1.4e-03 | secs: 18.80686
INFO : RESCAL : [  6] fit: 0.42361 | delta: 9.9e-04 | secs: 18.95509
INFO : RESCAL : [  7] fit: 0.42425 | delta: 6.4e-04 | secs: 18.89004
INFO : RESCAL : [  8] fit: 0.42465 | delta: 4.1e-04 | secs: 19.02190
INFO : RESCAL : [  9] fit: 0.42497 | delta: 3.1e-04 | secs: 18.94156
INFO : RESCAL : [ 10] fit: 0.42524 | delta: 2.7e-04 | secs: 18.87545
INFO : RESCAL : [ 11] fit: 0.42549 | delta: 2.5e-04 | secs: 19.01901
INFO : RESCAL : [ 12] fit: 0.42571 | delta: 2.2e-04 | secs: 18.61442
INFO : RESCAL : [ 13] fit: 0.42590 | delta: 1.9e-04 | secs: 18.79812
INFO : RESCAL : [ 14] fit: 0.42607 | delta: 1.7e-04 | secs: 18.15004
INFO : RESCAL : [ 15] fit: 0.42622 | delta: 1.5e-04 | secs: 18.71311
INFO : RESCAL : [ 16] fit: 0.42635 | delta: 1.4e-04 | secs: 18.63816
INFO : RESCAL : [ 17] fit: 0.42647 | delta: 1.2e-04 | secs: 19.07167
INFO : RESCAL : [ 18] fit: 0.42658 | delta: 1.1e-04 | secs: 18.47515
INFO : RESCAL : [ 19] fit: 0.42668 | delta: 9.7e-05 | secs: 18.72572
[Fold 2] AUC-PR: 0.993058
INFO : RESCAL : [  0] fit: 0.29133 | delta: 2.9e-01 | secs: 18.75435
INFO : RESCAL : [  1] fit: 0.40393 | delta: 1.1e-01 | secs: 18.87371
INFO : RESCAL : [  2] fit: 0.41752 | delta: 1.4e-02 | secs: 18.43887
INFO : RESCAL : [  3] fit: 0.42229 | delta: 4.8e-03 | secs: 18.75541
INFO : RESCAL : [  4] fit: 0.42471 | delta: 2.4e-03 | secs: 18.71147
INFO : RESCAL : [  5] fit: 0.42617 | delta: 1.5e-03 | secs: 18.64875
INFO : RESCAL : [  6] fit: 0.42708 | delta: 9.1e-04 | secs: 18.69872
INFO : RESCAL : [  7] fit: 0.42773 | delta: 6.6e-04 | secs: 18.98491
INFO : RESCAL : [  8] fit: 0.42822 | delta: 4.9e-04 | secs: 18.73608
INFO : RESCAL : [  9] fit: 0.42860 | delta: 3.8e-04 | secs: 18.66754
INFO : RESCAL : [ 10] fit: 0.42891 | delta: 3.1e-04 | secs: 18.62387
INFO : RESCAL : [ 11] fit: 0.42915 | delta: 2.5e-04 | secs: 18.36880
INFO : RESCAL : [ 12] fit: 0.42936 | delta: 2.1e-04 | secs: 19.05882
INFO : RESCAL : [ 13] fit: 0.42954 | delta: 1.7e-04 | secs: 18.84245
INFO : RESCAL : [ 14] fit: 0.42969 | delta: 1.5e-04 | secs: 18.87189
INFO : RESCAL : [ 15] fit: 0.42982 | delta: 1.3e-04 | secs: 18.59735
INFO : RESCAL : [ 16] fit: 0.42993 | delta: 1.1e-04 | secs: 19.22559
INFO : RESCAL : [ 17] fit: 0.43003 | delta: 9.9e-05 | secs: 19.00228
INFO : RESCAL : [ 18] fit: 0.43012 | delta: 8.8e-05 | secs: 19.22218
INFO : RESCAL : [ 19] fit: 0.43020 | delta: 7.8e-05 | secs: 18.46580
[Fold 3] AUC-PR: 0.974293
INFO : RESCAL : [  0] fit: 0.29052 | delta: 2.9e-01 | secs: 18.75496
INFO : RESCAL : [  1] fit: 0.40214 | delta: 1.1e-01 | secs: 19.13043
INFO : RESCAL : [  2] fit: 0.41520 | delta: 1.3e-02 | secs: 18.92159
INFO : RESCAL : [  3] fit: 0.42030 | delta: 5.1e-03 | secs: 19.15348
INFO : RESCAL : [  4] fit: 0.42285 | delta: 2.6e-03 | secs: 18.56922
INFO : RESCAL : [  5] fit: 0.42431 | delta: 1.5e-03 | secs: 18.50291
INFO : RESCAL : [  6] fit: 0.42516 | delta: 8.5e-04 | secs: 18.86448
INFO : RESCAL : [  7] fit: 0.42571 | delta: 5.5e-04 | secs: 19.00286
INFO : RESCAL : [  8] fit: 0.42610 | delta: 3.9e-04 | secs: 18.81886
INFO : RESCAL : [  9] fit: 0.42641 | delta: 3.1e-04 | secs: 18.75137
INFO : RESCAL : [ 10] fit: 0.42666 | delta: 2.5e-04 | secs: 18.43946
INFO : RESCAL : [ 11] fit: 0.42687 | delta: 2.1e-04 | secs: 18.63902
INFO : RESCAL : [ 12] fit: 0.42705 | delta: 1.8e-04 | secs: 18.45596
INFO : RESCAL : [ 13] fit: 0.42720 | delta: 1.5e-04 | secs: 18.72944
INFO : RESCAL : [ 14] fit: 0.42733 | delta: 1.3e-04 | secs: 18.47384
INFO : RESCAL : [ 15] fit: 0.42745 | delta: 1.2e-04 | secs: 19.07343
